ESTACIO,CODI_CONTAMINANT,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,DATA
43,12,197.0,165.0,111.0,97.0,93.0,69.0,120.0,261.0,169.0,91.0,121.0,99.0,82.0,98.0,89.0,85.0,113.0,106.0,165.0,98.0,91.0,101.0,84.0,64.0,2019-10-28
43,12,62.0,51.0,78.0,52.0,29.0,84.0,188.0,83.0,98.0,134.0,76.0,166.0,207.0,220.0,199.0,146.0,153.0,146.0,108.0,61.0,106.0,153.0,249.0,317.0,2019-10-29
43,12,359.0,335.0,273.0,275.0,337.0,322.0,279.0,515.0,527.0,471.0,365.0,341.0,228.0,128.0,188.0,192.0,184.0,127.0,100.0,120.0,136.0,76.0,64.0,99.0,2019-10-30
43,12,160.0,48.0,43.0,32.0,22.0,26.0,76.0,141.0,395.0,198.0,205.0,247.0,211.0,237.0,162.0,144.0,91.0,115.0,129.0,145.0,113.0,102.0,82.0,63.0,2019-10-31
43,14,35.0,40.0,30.0,26.0,30.0,23.0,18.0,14.0,5.0,9.0,31.0,33.0,33.0,47.0,59.0,63.0,72.0,63.0,65.0,51.0,31.0,24.0,32.0,1.0,2019-10-01
43,14,63.0,50.0,50.0,47.0,44.0,43.0,27.0,10.0,5.0,18.0,22.0,30.0,23.0,36.0,42.0,46.0,53.0,37.0,27.0,28.0,32.0,41.0,32.0,27.0,2019-10-02
43,14,30.0,37.0,38.0,33.0,38.0,41.0,34.0,27.0,18.0,23.0,24.0,26.0,28.0,28.0,39.0,45.0,45.0,37.0,36.0,18.0,21.0,12.0,6.0,3.0,2019-10-03
43,14,1.0,4.0,16.0,11.0,26.0,13.0,16.0,9.0,4.0,10.0,19.0,29.0,41.0,53.0,54.0,53.0,48.0,50.0,50.0,51.0,39.0,39.0,17.0,1.0,2019-10-04
43,14,14.0,22.0,38.0,42.0,41.0,42.0,34.0,20.0,16.0,33.0,34.0,33.0,35.0,26.0,36.0,43.0,39.0,38.0,28.0,29.0,28.0,21.0,33.0,1.0,2019-10-05
43,14,30.0,23.0,15.0,3.0,12.0,6.0,6.0,15.0,20.0,23.0,28.0,35.0,38.0,29.0,39.0,37.0,38.0,31.0,40.0,37.0,31.0,37.0,33.0,27.0,2019-10-06
43,14,27.0,40.0,35.0,32.0,34.0,32.0,34.0,21.0,9.0,18.0,6.0,7.0,29.0,36.0,41.0,49.0,46.0,42.0,35.0,33.0,15.0,8.0,3.0,10.0,2019-10-07
43,14,30.0,41.0,28.0,21.0,11.0,6.0,4.0,1.0,1.0,2.0,13.0,31.0,43.0,47.0,55.0,55.0,58.0,51.0,46.0,43.0,35.0,31.0,28.0,29.0,2019-10-08
43,14,20.0,15.0,27.0,13.0,10.0,3.0,10.0,1.0,2.0,11.0,19.0,20.0,38.0,40.0,42.0,35.0,17.0,20.0,30.0,28.0,24.0,28.0,32.0,1.0,2019-10-09
43,14,32.0,34.0,23.0,22.0,26.0,28.0,30.0,14.0,7.0,2.0,7.0,16.0,20.0,17.0,32.0,34.0,30.0,26.0,20.0,21.0,22.0,25.0,34.0,1.0,2019-10-10
43,14,39.0,19.0,21.0,27.0,36.0,43.0,28.0,15.0,3.0,14.0,8.0,16.0,23.0,23.0,21.0,27.0,35.0,34.0,35.0,28.0,20.0,15.0,18.0,58.0,2019-10-11
43,14,12.0,8.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,10.0,16.0,14.0,17.0,31.0,30.0,46.0,33.0,26.0,19.0,29.0,45.0,47.0,51.0,1.0,2019-10-12
43,14,45.0,42.0,32.0,37.0,39.0,44.0,42.0,32.0,29.0,35.0,42.0,52.0,59.0,66.0,67.0,80.0,73.0,64.0,60.0,51.0,47.0,49.0,55.0,53.0,2019-10-13
43,14,50.0,53.0,53.0,53.0,54.0,50.0,29.0,12.0,5.0,12.0,16.0,26.0,54.0,58.0,65.0,61.0,52.0,55.0,34.0,32.0,35.0,38.0,17.0,46.0,2019-10-14
43,14,21.0,23.0,54.0,60.0,65.0,62.0,52.0,40.0,36.0,30.0,40.0,40.0,38.0,40.0,42.0,46.0,46.0,48.0,42.0,38.0,30.0,29.0,26.0,25.0,2019-10-15
43,14,27.0,27.0,20.0,16.0,25.0,24.0,4.0,1.0,1.0,5.0,10.0,22.0,25.0,40.0,56.0,60.0,63.0,56.0,51.0,40.0,42.0,39.0,41.0,1.0,2019-10-16
43,14,45.0,31.0,24.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,25.0,46.0,39.0,51.0,50.0,49.0,48.0,46.0,46.0,35.0,32.0,45.0,18.0,2019-10-17
43,14,21.0,20.0,33.0,26.0,7.0,5.0,1.0,1.0,1.0,2.0,6.0,16.0,19.0,28.0,36.0,46.0,59.0,68.0,71.0,64.0,44.0,31.0,20.0,3.0,2019-10-18
43,14,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,18.0,27.0,22.0,35.0,46.0,57.0,61.0,57.0,53.0,30.0,28.0,17.0,22.0,24.0,2019-10-19
43,14,39.0,19.0,2.0,6.0,48.0,55.0,59.0,42.0,29.0,29.0,35.0,48.0,44.0,52.0,52.0,52.0,55.0,56.0,50.0,48.0,50.0,40.0,40.0,47.0,2019-10-20
43,14,38.0,28.0,29.0,39.0,42.0,38.0,22.0,8.0,3.0,5.0,40.0,1.0,11.0,11.0,11.0,9.0,8.0,22.0,14.0,14.0,25.0,35.0,32.0,1.0,2019-10-21
43,14,25.0,33.0,31.0,35.0,30.0,28.0,25.0,11.0,7.0,16.0,16.0,15.0,14.0,24.0,41.0,41.0,38.0,38.0,40.0,39.0,46.0,50.0,47.0,40.0,2019-10-22
43,14,50.0,55.0,55.0,55.0,46.0,16.0,2.0,2.0,1.0,1.0,2.0,6.0,26.0,35.0,38.0,39.0,40.0,32.0,24.0,23.0,16.0,18.0,22.0,7.0,2019-10-23
43,14,27.0,21.0,7.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,7.0,20.0,24.0,34.0,30.0,37.0,34.0,34.0,31.0,27.0,23.0,13.0,1.0,0.4,2019-10-24
43,14,23.0,27.0,46.0,44.0,34.0,38.0,32.0,11.0,2.0,6.0,15.0,24.0,24.0,28.0,13.0,11.0,15.0,17.0,7.0,3.0,7.0,5.0,1.0,0.2,2019-10-25
43,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,17.0,34.0,34.0,35.0,21.0,63.0,55.0,55.0,35.0,29.0,23.0,8.0,5.0,2019-10-26
43,14,1.0,1.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,26.0,22.0,48.0,41.0,50.0,56.0,57.0,58.0,47.0,39.0,18.0,2.0,1.0,3.0,2019-10-27
43,14,1.0,1.0,1.0,1.0,7.0,11.0,3.0,1.0,5.0,20.0,23.0,21.0,27.0,30.0,38.0,44.0,26.0,23.0,8.0,13.0,9.0,7.0,7.0,10.0,2019-10-28
43,14,12.0,19.0,12.0,29.0,35.0,11.0,2.0,7.0,5.0,8.0,22.0,16.0,7.0,7.0,11.0,24.0,17.0,13.0,14.0,27.0,6.0,1.0,1.0,1.0,2019-10-29
43,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,16.0,29.0,21.0,23.0,16.0,18.0,15.0,6.0,6.0,28.0,24.0,5.0,2019-10-30
43,14,2.0,18.0,24.0,33.0,36.0,28.0,6.0,1.0,2.0,5.0,5.0,5.0,8.0,12.0,18.0,13.0,26.0,13.0,6.0,2.0,6.0,4.0,10.0,17.0,2019-10-31
44,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-10-01
44,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2019-10-02
44,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2019-10-03
44,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4,2019-10-04
44,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-10-05
44,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-10-06
44,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-10-07
44,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-10-08
44,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2019-10-09
44,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-10-10
44,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2019-10-11
44,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,2019-10-12
44,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-10-13
44,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.5,2019-10-14
44,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2019-10-15
44,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0.4,2019-10-16
44,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,6.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2019-10-17
44,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2019-10-18
44,1,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2019-10-19
44,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2019-10-20
44,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2019-10-21
44,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,8.0,2.0,0.2,0.2,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-10-22
44,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,0.4,2019-10-23
44,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,6.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,0.3,1.0,2019-10-24
44,1,5.0,6.0,17.0,10.0,11.0,24.0,26.0,26.0,26.0,25.0,20.0,2.0,7.0,14.0,13.0,14.0,13.0,12.0,11.0,10.0,10.0,9.0,11.0,9.0,2019-10-25
44,1,11.0,11.0,9.0,9.0,11.0,11.0,10.0,10.0,11.0,10.0,9.0,4.0,4.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,2019-10-26
44,1,6.0,7.0,1.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2019-10-27
44,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2019-10-28
44,1,3.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,6.0,7.0,6.0,2019-10-29
44,1,6.0,5.0,6.0,5.0,4.0,5.0,8.0,9.0,9.0,11.0,7.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2019-10-30
44,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2019-10-31
44,6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.6,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.3,0.6,0.7,0.9,0.6,0.5,5.0,2019-10-01
44,6,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.8,0.6,0.5,0.4,0.5,2019-10-02
44,6,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.3,0.2,0.3,0.6,0.4,0.5,0.5,0.5,0.6,0.6,0.5,0.6,0.7,2019-10-03
44,6,0.6,0.4,0.3,0.2,0.2,0.2,0.2,0.3,0.5,0.4,0.4,0.4,0.3,0.3,0.5,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.5,11.0,2019-10-04
44,6,0.6,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.4,0.4,0.3,0.3,0.3,0.3,2019-10-05
44,6,0.3,0.3,0.4,0.4,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.4,2019-10-06
44,6,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.3,0.3,0.3,0.4,0.4,0.4,0.6,0.4,0.5,0.6,0.9,0.8,0.7,0.5,2019-10-07
44,6,0.4,0.2,0.2,0.2,0.2,0.3,0.3,0.6,0.8,1.0,0.7,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.5,0.6,0.6,0.5,0.4,0.5,2019-10-08
44,6,0.5,0.3,0.2,0.2,0.2,0.2,0.4,0.5,0.8,0.6,0.4,0.4,0.3,0.4,0.5,0.4,0.3,0.6,0.3,0.4,0.4,0.3,0.3,4.0,2019-10-09
44,6,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.5,0.7,0.7,0.5,0.3,7.0,2019-10-10
44,6,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.7,0.5,0.7,0.4,0.4,0.5,0.5,0.6,0.4,0.3,0.4,0.5,0.6,0.5,0.6,0.2,2019-10-11
44,6,0.7,0.6,0.4,0.3,0.3,0.3,0.5,0.4,0.5,0.3,0.3,0.4,0.4,0.4,0.4,0.2,0.3,0.3,0.3,0.4,0.4,0.3,0.3,4.0,2019-10-12
44,6,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,2019-10-13
44,6,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.4,0.5,0.6,0.5,0.4,0.6,0.5,0.7,0.8,0.9,0.7,0.7,0.6,0.6,0.3,2019-10-14
44,6,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.6,0.6,2019-10-15
44,6,0.5,0.3,0.3,0.2,0.2,0.2,0.2,0.4,0.5,0.6,0.4,0.2,0.4,0.5,0.4,0.3,0.4,0.4,0.6,0.7,0.7,0.5,0.4,5.0,2019-10-16
44,6,0.3,0.2,0.2,0.3,0.4,0.2,0.3,0.8,1.4,1.2,2.2,0.5,0.3,0.5,0.5,0.4,0.5,0.4,0.7,0.8,0.9,0.6,0.3,0.6,2019-10-17
44,6,0.5,0.3,0.2,0.2,0.2,0.2,0.2,0.5,0.3,0.3,0.4,0.4,0.4,0.7,0.8,0.7,0.5,0.5,0.8,0.7,0.7,0.7,0.6,0.8,2019-10-18
44,6,1.1,0.9,0.8,0.7,0.6,0.6,0.6,0.4,0.7,0.8,0.4,0.3,0.4,0.3,0.3,0.3,0.2,0.2,0.3,0.4,0.4,0.5,0.4,0.5,2019-10-19
44,6,0.5,0.4,0.6,0.6,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,2019-10-20
44,6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.5,0.5,0.5,0.5,0.4,0.6,0.6,0.5,0.6,0.6,0.8,0.9,0.6,0.4,0.4,70.0,2019-10-21
44,6,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.3,3.0,29.0,23.0,5.0,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,2019-10-22
44,6,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.9,0.6,0.6,0.4,0.4,0.4,0.3,0.4,0.4,0.6,0.7,0.6,0.6,0.5,42.0,2019-10-23
44,6,0.3,0.2,0.2,0.3,0.2,0.3,0.3,0.5,0.8,1.1,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.6,0.6,8.0,61.0,2019-10-24
44,6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,0.5,0.7,0.5,0.4,0.4,0.3,0.4,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.5,1.0,53.0,2019-10-25
44,6,0.8,0.8,0.4,0.4,0.5,0.5,0.4,0.4,0.5,0.6,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.6,0.6,0.7,2019-10-26
44,6,0.8,0.9,3.0,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.8,0.9,0.8,2019-10-27
44,6,0.6,0.5,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.6,0.4,0.5,0.4,0.4,0.5,0.5,0.6,0.5,0.7,0.9,0.7,0.6,1.1,0.4,2019-10-28
44,6,0.5,0.5,0.6,0.4,0.2,0.3,0.2,0.6,1.1,0.7,0.4,0.4,0.4,0.8,0.7,0.5,0.7,0.8,0.9,0.9,1.3,1.7,1.8,1.8,2019-10-29
44,6,1.8,1.5,1.4,1.4,0.8,0.8,1.0,1.3,1.7,2.4,1.7,1.1,0.6,0.6,0.7,0.6,0.6,0.6,1.0,1.3,0.9,0.8,0.7,0.6,2019-10-30
44,6,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.5,1.1,1.2,0.6,0.6,0.6,0.6,0.8,0.7,0.6,0.7,0.8,0.8,0.8,0.7,0.4,0.4,2019-10-31
44,7,3.0,2.0,1.0,1.0,1.0,1.0,2.0,12.0,17.0,19.0,15.0,18.0,20.0,9.0,13.0,8.0,7.0,4.0,6.0,10.0,13.0,13.0,9.0,32.0,2019-10-01
44,7,2.0,4.0,7.0,7.0,3.0,4.0,1.0,9.0,28.0,14.0,13.0,22.0,34.0,21.0,16.0,15.0,18.0,26.0,31.0,23.0,11.0,9.0,9.0,9.0,2019-10-02
44,7,9.0,4.0,3.0,2.0,1.0,1.0,2.0,4.0,10.0,13.0,31.0,18.0,11.0,17.0,20.0,17.0,16.0,17.0,13.0,10.0,8.0,4.0,12.0,20.0,2019-10-03
44,7,29.0,12.0,10.0,6.0,3.0,3.0,7.0,18.0,25.0,28.0,20.0,22.0,29.0,13.0,14.0,17.0,20.0,10.0,5.0,4.0,4.0,3.0,4.0,35.0,2019-10-04
44,7,10.0,7.0,6.0,7.0,4.0,4.0,5.0,10.0,5.0,3.0,11.0,10.0,15.0,12.0,15.0,6.0,5.0,8.0,13.0,9.0,7.0,10.0,7.0,34.0,2019-10-05
44,7,4.0,2.0,9.0,13.0,7.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,9.0,10.0,8.0,7.0,7.0,6.0,7.0,6.0,5.0,5.0,4.0,2019-10-06
44,7,3.0,3.0,5.0,4.0,1.0,2.0,5.0,20.0,34.0,27.0,19.0,18.0,13.0,14.0,11.0,9.0,27.0,12.0,10.0,6.0,18.0,16.0,18.0,22.0,2019-10-07
44,7,8.0,3.0,2.0,3.0,6.0,14.0,16.0,55.0,60.0,65.0,58.0,18.0,12.0,9.0,7.0,7.0,6.0,6.0,11.0,8.0,6.0,3.0,2.0,5.0,2019-10-08
44,7,4.0,6.0,3.0,1.0,4.0,7.0,22.0,34.0,42.0,27.0,20.0,23.0,48.0,9.0,7.0,8.0,24.0,26.0,14.0,19.0,14.0,7.0,5.0,44.0,2019-10-09
44,7,6.0,8.0,2.0,1.0,2.0,2.0,2.0,4.0,22.0,55.0,39.0,29.0,30.0,27.0,11.0,13.0,11.0,13.0,10.0,20.0,15.0,4.0,2.0,27.0,2019-10-10
44,7,4.0,5.0,4.0,6.0,3.0,7.0,5.0,11.0,56.0,24.0,39.0,20.0,20.0,18.0,18.0,16.0,13.0,7.0,7.0,7.0,7.0,6.0,10.0,3.0,2019-10-11
44,7,13.0,10.0,3.0,3.0,5.0,11.0,29.0,23.0,17.0,11.0,8.0,14.0,28.0,29.0,20.0,11.0,9.0,8.0,5.0,6.0,4.0,3.0,5.0,30.0,2019-10-12
44,7,3.0,11.0,4.0,2.0,1.0,1.0,2.0,5.0,2.0,5.0,3.0,2.0,4.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,2019-10-13
44,7,2.0,3.0,1.0,1.0,1.0,2.0,6.0,9.0,16.0,22.0,40.0,32.0,34.0,20.0,35.0,29.0,41.0,41.0,35.0,45.0,39.0,19.0,11.0,13.0,2019-10-14
44,7,2.0,4.0,1.0,1.0,1.0,1.0,2.0,7.0,8.0,9.0,10.0,7.0,9.0,11.0,9.0,8.0,6.0,8.0,8.0,7.0,3.0,12.0,27.0,21.0,2019-10-15
44,7,11.0,12.0,6.0,8.0,2.0,2.0,6.0,34.0,32.0,35.0,29.0,12.0,29.0,16.0,8.0,7.0,12.0,8.0,10.0,9.0,7.0,5.0,2.0,16.0,2019-10-16
44,7,3.0,2.0,3.0,5.0,13.0,4.0,10.0,93.0,176.0,91.0,270.0,25.0,11.0,21.0,13.0,12.0,14.0,7.0,9.0,11.0,11.0,4.0,4.0,16.0,2019-10-17
44,7,17.0,2.0,2.0,2.0,2.0,1.0,2.0,31.0,7.0,4.0,13.0,9.0,14.0,22.0,26.0,20.0,6.0,2.0,4.0,5.0,5.0,7.0,8.0,17.0,2019-10-18
44,7,54.0,41.0,35.0,28.0,19.0,21.0,29.0,23.0,91.0,78.0,19.0,15.0,13.0,9.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,6.0,7.0,6.0,2019-10-19
44,7,8.0,3.0,10.0,26.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2019-10-20
44,7,5.0,1.0,1.0,1.0,2.0,3.0,4.0,23.0,27.0,46.0,45.0,35.0,32.0,38.0,37.0,27.0,30.0,25.0,27.0,28.0,14.0,8.0,13.0,22.0,2019-10-21
44,7,10.0,5.0,3.0,4.0,5.0,6.0,6.0,21.0,10.0,9.0,21.0,7.0,28.0,19.0,18.0,9.0,10.0,8.0,11.0,9.0,7.0,4.0,3.0,5.0,2019-10-22
44,7,2.0,5.0,2.0,2.0,3.0,3.0,8.0,27.0,48.0,59.0,53.0,65.0,21.0,14.0,10.0,9.0,15.0,13.0,23.0,12.0,8.0,9.0,7.0,42.0,2019-10-23
44,7,2.0,2.0,2.0,6.0,6.0,7.0,10.0,31.0,72.0,85.0,34.0,34.0,14.0,9.0,8.0,8.0,10.0,8.0,9.0,9.0,13.0,19.0,5.0,13.0,2019-10-24
44,7,22.0,27.0,3.0,1.0,2.0,5.0,8.0,39.0,53.0,34.0,30.0,22.0,22.0,23.0,25.0,67.0,39.0,33.0,22.0,18.0,19.0,8.0,56.0,19.0,2019-10-25
44,7,46.0,49.0,17.0,20.0,53.0,50.0,29.0,39.0,70.0,57.0,31.0,15.0,9.0,12.0,7.0,7.0,3.0,4.0,5.0,7.0,8.0,11.0,13.0,17.0,2019-10-26
44,7,29.0,49.0,2.0,4.0,6.0,3.0,7.0,7.0,13.0,23.0,11.0,22.0,11.0,14.0,4.0,3.0,2.0,2.0,3.0,3.0,5.0,17.0,49.0,38.0,2019-10-27
44,7,24.0,11.0,1.0,2.0,1.0,3.0,6.0,9.0,19.0,20.0,18.0,22.0,14.0,15.0,12.0,9.0,22.0,12.0,17.0,21.0,13.0,6.0,6.0,2.0,2019-10-28
44,7,5.0,2.0,3.0,1.0,1.0,1.0,1.0,56.0,60.0,35.0,16.0,18.0,30.0,52.0,42.0,26.0,27.0,24.0,17.0,15.0,44.0,90.0,113.0,109.0,2019-10-29
44,7,119.0,91.0,118.0,107.0,67.0,88.0,130.0,170.0,191.0,284.0,198.0,103.0,40.0,32.0,35.0,22.0,21.0,13.0,32.0,61.0,28.0,11.0,9.0,9.0,2019-10-30
44,7,4.0,2.0,1.0,1.0,3.0,3.0,17.0,37.0,117.0,124.0,34.0,50.0,47.0,27.0,25.0,27.0,17.0,32.0,29.0,25.0,17.0,12.0,4.0,4.0,2019-10-31
44,8,18.0,14.0,15.0,15.0,14.0,17.0,22.0,46.0,59.0,58.0,54.0,51.0,61.0,38.0,46.0,39.0,43.0,40.0,52.0,61.0,80.0,74.0,49.0,22.0,2019-10-01
